Index,Concept,Question,Answer,Photo,photo_path
261.0,Red_Monastery,Is it a real place?,Unclear/Possibly not.,,/downloaded_images/img_3581.jpg
261.0,Red_Monastery,Is it widely known?,Not widely known.,,/downloaded_images/img_3582.jpg
261.0,Red_Monastery,Is the term definite?,"No, indefinite.",,/downloaded_images/img_3583.jpg
261.0,Red_Monastery,What context is needed?,Specific context,,/downloaded_images/img_3584.jpg
261.0,Red_Monastery,Could it be misspelled?,"Possibly, Yes",,/downloaded_images/img_3585.jpg
261.0,Red_Monastery,Does it exist in fiction?,"Possibly, yes.",,/downloaded_images/img_3586.jpg
261.0,Red_Monastery,Are there red associations?,"Yes, possible.",,/downloaded_images/img_3587.jpg
261.0,Red_Monastery,Is it formally named?,Possibly regional.,,/downloaded_images/img_3588.jpg
261.0,Red_Monastery,Is it a universal term?,No single meaning.,,/downloaded_images/img_3589.jpg
261.0,Red_Monastery,What does it lack?,Universal meaning.,,/downloaded_images/img_3590.jpg
261.0,Red_Monastery,Is it fragmented?,"Yes, fragmented.",,/downloaded_images/img_3591.jpg
261.0,Red_Monastery,Could it be misremembered?,"Possibly, yes.",,/downloaded_images/img_3592.jpg
261.0,Red_Monastery,What kind of work?,Fiction/Games,,/downloaded_images/img_3593.jpg
261.0,Red_Monastery,Is it in a game?,"Potentially, yes.",,/downloaded_images/img_3594.jpg
261.0,Red_Monastery,What is the name short?,Red Monastery,,/downloaded_images/img_3595.jpg
261.0,Red_Monastery,Is it ambiguous?,"Yes, very.",,/downloaded_images/img_3596.jpg
261.0,Red_Monastery,Is it a local name?,"Possibly, yes.",,/downloaded_images/img_3597.jpg
261.0,Red_Monastery,Is more information needed?,"Yes, context needed.",,/downloaded_images/img_3598.jpg
261.0,Red_Monastery,What associations are possible?,Color and religion.,,/downloaded_images/img_3599.jpg
262.0,Aqsunqur_Mosque,Mosque's nickname?,Blue Mosque,,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Tiles' color?,"Blue, green, white.",,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Located where?,"Cairo, Egypt",,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Architectural style?,Mamluk architecture,,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Who renovated it?,Ibrahim Agha,,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Original founder?,Amir Aqsunqur,,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Year originally built?,1347,,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Tile origin?,Turkish (Iznik),,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Still active?,"Yes, tourist site.",,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Decoration material?,Iznik tiles,,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,What's inside?,Iznik tiles,,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Tile colors?,"Blue, green, white",,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Contains minarets?,"Yes, contains",,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Agha's title?,Ottoman amir,,/downloaded_images/img_3663.jpg
262.0,Aqsunqur_Mosque,Whose Mamluk?,Aqsunqur al-Nasiri,,/downloaded_images/img_3663.jpg
263.0,Pyramid_of_Nyuserre_Ini,What Pharaoh built this?,Nyuserre Ini,,/downloaded_images/img_3664.jpg
263.0,Pyramid_of_Nyuserre_Ini,Which Dynasty is this?,Fifth Dynasty,,/downloaded_images/img_3665.jpg
263.0,Pyramid_of_Nyuserre_Ini,Where is this pyramid?,Abu Gorab,,/downloaded_images/img_3666.JPG
263.0,Pyramid_of_Nyuserre_Ini,What is well-preserved?,Mortuary temple.,,/downloaded_images/img_3667.JPG
263.0,Pyramid_of_Nyuserre_Ini,What connects the temples?,Causeway.,,/downloaded_images/img_3668.jpg
263.0,Pyramid_of_Nyuserre_Ini,What are the columns made of?,Granite palm,,/downloaded_images/img_3669.JPG
263.0,Pyramid_of_Nyuserre_Ini,What is in the temple?,Granite palm columns.,,/downloaded_images/img_3670.JPG
263.0,Pyramid_of_Nyuserre_Ini,Was the pyramid tall?,Relatively small,,/downloaded_images/img_3664.jpg
263.0,Pyramid_of_Nyuserre_Ini,Where is Abu Gorab?,Near Abusir.,,/downloaded_images/img_3665.jpg
263.0,Pyramid_of_Nyuserre_Ini,What is largely intact?,"Causeway, Mortuary Temple",,/downloaded_images/img_3666.JPG
263.0,Pyramid_of_Nyuserre_Ini,What is the pyramid encased in?,Fine limestone.,,/downloaded_images/img_3667.JPG
263.0,Pyramid_of_Nyuserre_Ini,Is it best-preserved?,"Yes, best-preserved.",,/downloaded_images/img_3668.jpg
263.0,Pyramid_of_Nyuserre_Ini,What cult is highlighted?,Solar cult,,/downloaded_images/img_3669.JPG
263.0,Pyramid_of_Nyuserre_Ini,What is in Abu Gorab?,Pyramid complex.,,/downloaded_images/img_3670.JPG
263.0,Pyramid_of_Nyuserre_Ini,Is it an Old Kingdom pyramid?,"Yes, Fifth Dynasty",,/downloaded_images/img_3664.jpg
264.0,Coloured_Canyon,What peninsula is this in?,Sinai Peninsula,,/downloaded_images/img_3671.png
264.0,Coloured_Canyon,What city is nearby?,"Nuweiba, Egypt",,/downloaded_images/img_3672.jpg
264.0,Coloured_Canyon,What rock is this made of?,Sandstone.,,/downloaded_images/img_3673.jpg
264.0,Coloured_Canyon,What process formed this?,"Tectonic, erosion",,/downloaded_images/img_3674.jpg
264.0,Coloured_Canyon,What colors are visible?,"Red, orange.",,/downloaded_images/img_3675.jpg
264.0,Coloured_Canyon,What is the canyon like?,"Narrow, colourful canyon.",,/downloaded_images/img_3676.jpg
264.0,Coloured_Canyon,What activity occurs here?,"Hiking, sightseeing.",,/downloaded_images/img_3671.png
264.0,Coloured_Canyon,Is this wide or narrow?,Narrow canyon,,/downloaded_images/img_3672.jpg
264.0,Coloured_Canyon,What created the colors?,Mineral oxidation,,/downloaded_images/img_3673.jpg
264.0,Coloured_Canyon,How high are the walls?,30-40 meters,,/downloaded_images/img_3674.jpg
264.0,Coloured_Canyon,What is essential to bring?,"Water, footwear",,/downloaded_images/img_3675.jpg
264.0,Coloured_Canyon,What type of tour is needed?,Guided tour.,,/downloaded_images/img_3676.jpg
264.0,Coloured_Canyon,Is this a desert?,"Yes, desert.",,/downloaded_images/img_3671.png
264.0,Coloured_Canyon,What is the region?,Sinai Peninsula,,/downloaded_images/img_3672.jpg
264.0,Coloured_Canyon,What is eroding the rock?,Wind and water,,/downloaded_images/img_3673.jpg
265.0,Borg_El_Arab_Stadium,What is the stadium's location?,"Alexandria, Egypt",,/downloaded_images/img_3677.jpg
265.0,Borg_El_Arab_Stadium,What sport is mainly played?,Football (soccer),,/downloaded_images/img_3678.JPG
265.0,Borg_El_Arab_Stadium,How many seats roughly?,"86,000 seats",,/downloaded_images/img_3679.jpg
265.0,Borg_El_Arab_Stadium,Who owns the stadium?,Egyptian Armed Forces,,/downloaded_images/img_3680.jpg
265.0,Borg_El_Arab_Stadium,When was it built?,2006,,/downloaded_images/img_3681.jpg
265.0,Borg_El_Arab_Stadium,Is it small or large?,Large stadium.,,/downloaded_images/img_3682.jpg
265.0,Borg_El_Arab_Stadium,What continent is it in?,Africa.,,/downloaded_images/img_3683.JPG
265.0,Borg_El_Arab_Stadium,Which country is it in?,Egypt.,,/downloaded_images/img_3684.jpg
265.0,Borg_El_Arab_Stadium,What is around the field?,Running track.,,/downloaded_images/img_3685.JPG
265.0,Borg_El_Arab_Stadium,Does it have lights?,"Yes, floodlights.",,/downloaded_images/img_3686.jpg
265.0,Borg_El_Arab_Stadium,Who plays matches here?,Football teams,,/downloaded_images/img_3687.jpg
265.0,Borg_El_Arab_Stadium,Is it a minor venue?,"No, Major.",,/downloaded_images/img_3688.jpg
265.0,Borg_El_Arab_Stadium,What kind of track is there?,Running track,,/downloaded_images/img_3689.JPG
265.0,Borg_El_Arab_Stadium,Is there parking available?,Ample parking.,,/downloaded_images/img_3690.JPG
265.0,Borg_El_Arab_Stadium,Is it a modern stadium?,"Yes, built 2006.",,/downloaded_images/img_3677.jpg
266.0,Egyptian_Geological_Museum,What city is it in?,"Cairo, Egypt",,/downloaded_images/img_3691.JPG
266.0,Egyptian_Geological_Museum,Is it in Africa?,"Yes, Africa",,/downloaded_images/img_3692.JPG
266.0,Egyptian_Geological_Museum,What does it display?,"Rocks, minerals, fossils",,/downloaded_images/img_3693.jpg
266.0,Egyptian_Geological_Museum,What kind of history?,Geological history,,/downloaded_images/img_3694.JPG
266.0,Egyptian_Geological_Museum,Is it for public education?,"Yes, it is.",,/downloaded_images/img_3695.jpg
266.0,Egyptian_Geological_Museum,Are there fossils?,"Yes, fossils.",,/downloaded_images/img_3691.JPG
266.0,Egyptian_Geological_Museum,Where were dinosaurs found?,Western Desert,,/downloaded_images/img_3692.JPG
266.0,Egyptian_Geological_Museum,Are there meteorites?,"Yes, meteorites.",,/downloaded_images/img_3693.jpg
266.0,Egyptian_Geological_Museum,What is a key exhibit?,Dinosaur fossils,,/downloaded_images/img_3694.JPG
266.0,Egyptian_Geological_Museum,Does it train geologists?,"Yes, trains.",,/downloaded_images/img_3695.jpg
266.0,Egyptian_Geological_Museum,What does it preserve?,Geological specimens,,/downloaded_images/img_3691.JPG
266.0,Egyptian_Geological_Museum,What kind of techniques?,Mining & Quarrying,,/downloaded_images/img_3692.JPG
266.0,Egyptian_Geological_Museum,What is promoted?,Natural history.,,/downloaded_images/img_3693.jpg
266.0,Egyptian_Geological_Museum,Is it a research center?,"Yes, research.",,/downloaded_images/img_3694.JPG
266.0,Egyptian_Geological_Museum,Is it very old?,"Yes, old.",,/downloaded_images/img_3695.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",What city is this mosque in?,Dumyat (Damietta),,/downloaded_images/img_3696.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",Is this mosque important?,"Yes, very.",,/downloaded_images/img_3697.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",What country is this in?,Egypt,,/downloaded_images/img_3698.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",Does this have cultural heritage?,"Yes, distinct style.",,/downloaded_images/img_3699.JPG
267.0,"El-Ma'eini_mosque,_Dumyat",What kind of structure is this?,Mosque in Egypt.,,/downloaded_images/img_3700.JPG
267.0,"El-Ma'eini_mosque,_Dumyat",Is this a widely documented mosque?,Not widely documented.,,/downloaded_images/img_3701.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",What language should I search in?,Arabic.,,/downloaded_images/img_3702.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",Is it hard to find details?,"Yes, challenging.",,/downloaded_images/img_3703.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",Are travel blogs helpful?,Potentially helpful,,/downloaded_images/img_3704.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",Should I consult historians?,"Yes, consult.",,/downloaded_images/img_3705.JPG
267.0,"El-Ma'eini_mosque,_Dumyat",What kind of experts can help?,"Historians, Local experts.",,/downloaded_images/img_3706.JPG
267.0,"El-Ma'eini_mosque,_Dumyat",What architectural style is it?,Distinct architectural,,/downloaded_images/img_3707.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",Is this mosque in Egypt?,"Yes, Egypt.",,/downloaded_images/img_3708.JPG
267.0,"El-Ma'eini_mosque,_Dumyat",Is Arabic a useful language?,"Yes, very.",,/downloaded_images/img_3709.jpg
267.0,"El-Ma'eini_mosque,_Dumyat",What is the mosque's name?,El-Ma'eini Mosque,,/downloaded_images/img_3710.jpg
268.0,Pyramid_of_Khentkaus_II,What dynasty is this pyramid from?,Fifth Dynasty,,/downloaded_images/img_3715.jpg
268.0,Pyramid_of_Khentkaus_II,Who does this pyramid belong to?,Khentkaus II.,,/downloaded_images/img_3716.jpg
268.0,Pyramid_of_Khentkaus_II,Where is this pyramid located?,"Abusir, Egypt",,/downloaded_images/img_3717.jpg
268.0,Pyramid_of_Khentkaus_II,Is this site well preserved?,Substantially ruined.,,/downloaded_images/img_3718.jpg
268.0,Pyramid_of_Khentkaus_II,What material was used?,Limestone.,,/downloaded_images/img_3719.JPG
268.0,Pyramid_of_Khentkaus_II,What temple is connected?,Valley temple.,,/downloaded_images/img_3720.jpg
268.0,Pyramid_of_Khentkaus_II,Who excavated this site?,Czech Egyptologists,,/downloaded_images/img_3715.jpg
268.0,Pyramid_of_Khentkaus_II,Are inscriptions present?,"Yes, inscriptions.",,/downloaded_images/img_3716.jpg
268.0,Pyramid_of_Khentkaus_II,Is a sarcophagus present?,"Yes, fragments found.",,/downloaded_images/img_3717.jpg
268.0,Pyramid_of_Khentkaus_II,What is the overall condition?,Substantially ruined.,,/downloaded_images/img_3718.jpg
268.0,Pyramid_of_Khentkaus_II,Is there a valley temple?,"Yes, valley temple.",,/downloaded_images/img_3719.JPG
268.0,Pyramid_of_Khentkaus_II,Is there a causeway?,"Yes, a causeway.",,/downloaded_images/img_3720.jpg
268.0,Pyramid_of_Khentkaus_II,Is there a mortuary temple?,"Yes, adjacent.",,/downloaded_images/img_3715.jpg
268.0,Pyramid_of_Khentkaus_II,Is it a finished pyramid?,Likely unfinished.,,/downloaded_images/img_3716.jpg
268.0,Pyramid_of_Khentkaus_II,Does it have cult chapels?,Possible cult chapels,,/downloaded_images/img_3717.jpg
268.0,Pyramid_of_Khentkaus_II,What is found within?,Sarcophagus fragments.,,/downloaded_images/img_3718.jpg
268.0,Pyramid_of_Khentkaus_II,Is it near other pyramids?,"Yes, near.",,/downloaded_images/img_3719.JPG
268.0,Pyramid_of_Khentkaus_II,Does it show building phases?,"Yes, evidence shows.",,/downloaded_images/img_3720.jpg
268.0,Pyramid_of_Khentkaus_II,Does it help us understand royal women?,"Yes, important.",,/downloaded_images/img_3715.jpg
268.0,Pyramid_of_Khentkaus_II,What is its significance?,Role of women.,,/downloaded_images/img_3716.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Is this a church?,"Yes, Coptic.",,/downloaded_images/img_3721.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Denomination?,Coptic Orthodox,,/downloaded_images/img_3722.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),City location?,"Heliopolis, Cairo",,/downloaded_images/img_3723.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Country?,Egypt,,/downloaded_images/img_3724.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Does it serve a large congregation?,"Yes, large.",,/downloaded_images/img_3725.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Does it offer liturgies?,"Yes, it does.",,/downloaded_images/img_3726.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Are youth programs offered?,"Yes, youth programs.",,/downloaded_images/img_3727.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Are bible studies offered?,"Yes, bible studies.",,/downloaded_images/img_3728.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),What kind of outreach?,Community outreach.,,/downloaded_images/img_3729.JPG
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Does it have domes?,Likely yes.,,/downloaded_images/img_3730.JPG
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Church style?,Coptic Architecture,,/downloaded_images/img_3731.JPG
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Is it in a suburb?,"Yes, Heliopolis.",,/downloaded_images/img_3732.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Part of which Church?,Coptic Orthodox,,/downloaded_images/img_3733.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Is it prominent?,"Yes, prominent.",,/downloaded_images/img_3734.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Religious affiliation?,Coptic Orthodox,,/downloaded_images/img_3735.jpg
269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),What is its purpose?,Religious services.,,/downloaded_images/img_3736.jpg
270.0,Cairo_Opera_House,Where is this opera house located?,Gezira Island,,/downloaded_images/img_3747.jpg
270.0,Cairo_Opera_House,What country is this in?,Egypt.,,/downloaded_images/img_3748.jpg
270.0,Cairo_Opera_House,What type of building is this?,Opera house.,,/downloaded_images/img_3749.jpg
270.0,Cairo_Opera_House,Who manages the opera house?,Egyptian Ministry,,/downloaded_images/img_3750.jpg
270.0,Cairo_Opera_House,When was the new one gifted?,1988,,/downloaded_images/img_3751.jpg
270.0,Cairo_Opera_House,What district is it in?,Zamalek district,,/downloaded_images/img_3752.jpg
270.0,Cairo_Opera_House,What was the old opera house called?,Royal Opera House,,/downloaded_images/img_3753.jpg
270.0,Cairo_Opera_House,Who commissioned the original?,Khedive Ismail,,/downloaded_images/img_3754.jpg
270.0,Cairo_Opera_House,What square housed the original?,Ataba Square.,,/downloaded_images/img_3755.JPG
270.0,Cairo_Opera_House,What burned down in 1971?,Royal Opera House,,/downloaded_images/img_3756.JPG
270.0,Cairo_Opera_House,From whom was the new one a gift?,From Japan.,,/downloaded_images/img_3757.jpg
270.0,Cairo_Opera_House,What canal opening was the original for?,Suez Canal,,/downloaded_images/img_3758.jpg
270.0,Cairo_Opera_House,What kind of design is it?,Modern Japanese.,,/downloaded_images/img_3759.JPG
270.0,Cairo_Opera_House,What is the cultural center called?,National Cultural Centre,,/downloaded_images/img_3760.jpg
270.0,Cairo_Opera_House,What events are performed here?,"Opera, ballet",,/downloaded_images/img_3761.JPG
270.0,Cairo_Opera_House,What island is it on?,Gezira Island,,/downloaded_images/img_3762.jpg
270.0,Cairo_Opera_House,Does the original still exist?,No longer.,,/downloaded_images/img_3763.jpg
270.0,Cairo_Opera_House,What ministry manages it?,Culture Ministry,,/downloaded_images/img_3764.jpg
270.0,Cairo_Opera_House,Who was Aida commissioned by?,Khedive Ismail,,/downloaded_images/img_3765.jpg
270.0,Cairo_Opera_House,What's it a landmark of?,Egyptian culture.,,/downloaded_images/img_3766.JPG
271.0,Deir_el-Qadisa_Damyana,What country is this in?,Egypt.,,/downloaded_images/img_3802.jpg
271.0,Deir_el-Qadisa_Damyana,What delta is this near?,Nile Delta,,/downloaded_images/img_3803.JPG
271.0,Deir_el-Qadisa_Damyana,Who is this dedicated to?,Saint Demiana,,/downloaded_images/img_3804.jpg
271.0,Deir_el-Qadisa_Damyana,What church is it affiliated with?,Coptic Orthodox,,/downloaded_images/img_3806.jpg
271.0,Deir_el-Qadisa_Damyana,What is its religious denomination?,Coptic Orthodox,,/downloaded_images/img_3807.jpg
271.0,Deir_el-Qadisa_Damyana,What is a common activity here?,Coptic pilgrimage,,/downloaded_images/img_3808.JPG
271.0,Deir_el-Qadisa_Damyana,Is it a pilgrimage site?,"Yes, significant.",,/downloaded_images/img_3809.JPG
271.0,Deir_el-Qadisa_Damyana,What century did she die?,3rd/4th.,,/downloaded_images/img_3810.jpg
271.0,Deir_el-Qadisa_Damyana,Are relics venerated here?,"Yes, relics.",,/downloaded_images/img_3811.jpg
271.0,Deir_el-Qadisa_Damyana,What is it a center for?,Consecration of nuns,,/downloaded_images/img_3812.JPG
271.0,Deir_el-Qadisa_Damyana,What religious figures live here?,"Nuns, monks",,/downloaded_images/img_3802.jpg
271.0,Deir_el-Qadisa_Damyana,What kind of building is this?,Coptic Orthodox Monastery,,/downloaded_images/img_3803.JPG
271.0,Deir_el-Qadisa_Damyana,What is its function?,Coptic pilgrimage.,,/downloaded_images/img_3804.jpg
271.0,Deir_el-Qadisa_Damyana,Where is it located?,"Nile Delta, Egypt",,/downloaded_images/img_3806.jpg
271.0,Deir_el-Qadisa_Damyana,Who was Diocletian?,Ruled long ago.,,/downloaded_images/img_3807.jpg
271.0,Deir_el-Qadisa_Damyana,What is the governorate?,Dakahlia Governorate,,/downloaded_images/img_3808.JPG
271.0,Deir_el-Qadisa_Damyana,What district is it in?,Belqas district,,/downloaded_images/img_3809.JPG
271.0,Deir_el-Qadisa_Damyana,What is the area around it?,Nile Delta,,/downloaded_images/img_3810.jpg
271.0,Deir_el-Qadisa_Damyana,What is found inside?,"Churches, relics.",,/downloaded_images/img_3811.jpg
271.0,Deir_el-Qadisa_Damyana,When was it likely built?,Medieval period/later,,/downloaded_images/img_3812.JPG
271.0,Deir_el-Qadisa_Damyana,What has happened to it?,Rebuilt/Renovated.,,/downloaded_images/img_3802.jpg
271.0,Deir_el-Qadisa_Damyana,Is it still active?,"Yes, active.",,/downloaded_images/img_3803.JPG
271.0,Deir_el-Qadisa_Damyana,Are there multiple churches?,"Yes, several.",,/downloaded_images/img_3804.jpg
272.0,"Nubia_Museum,_Aswan",What type of museum is this?,Nubian history,,/downloaded_images/img_3813.jpg
272.0,"Nubia_Museum,_Aswan",Where is this museum located?,"Aswan, Egypt",,/downloaded_images/img_3814.jpg
272.0,"Nubia_Museum,_Aswan",What is preserved here?,Nubian heritage,,/downloaded_images/img_3815.jpg
272.0,"Nubia_Museum,_Aswan",What culture is showcased?,Ancient Nubia,,/downloaded_images/img_3816.jpg
272.0,"Nubia_Museum,_Aswan",Who assisted in its creation?,UNESCO.,,/downloaded_images/img_3817.jpg
272.0,"Nubia_Museum,_Aswan",What kind of support was given?,"Technical, Financial",,/downloaded_images/img_3818.JPG
272.0,"Nubia_Museum,_Aswan",Does it feature Nubian art?,"Yes, it does.",,/downloaded_images/img_3819.jpg
272.0,"Nubia_Museum,_Aswan",Are there statues here?,"Yes, statues.",,/downloaded_images/img_3820.jpg
272.0,"Nubia_Museum,_Aswan",Is it related to ancient Egypt?,"Yes, alongside it.",,/downloaded_images/img_3821.JPG
272.0,"Nubia_Museum,_Aswan",Does it have surrounding gardens?,"Yes, gardens.",,/downloaded_images/img_3822.jpg
272.0,"Nubia_Museum,_Aswan",What was flooded nearby?,Nubian sites,,/downloaded_images/img_3823.jpg
272.0,"Nubia_Museum,_Aswan",Does it promote Nubian identity?,"Yes, promotes",,/downloaded_images/img_3824.jpg
272.0,"Nubia_Museum,_Aswan",Is it architecturally unique?,"Yes, Nubian style.",,/downloaded_images/img_3825.jpg
272.0,"Nubia_Museum,_Aswan",Is UNESCO involved?,"Yes, with assistance.",,/downloaded_images/img_3826.JPG
272.0,"Nubia_Museum,_Aswan",Does it show weaponry?,"Yes, weaponry.",,/downloaded_images/img_3827.JPG
273.0,WV22,What state is this program in?,West Virginia,,/downloaded_images/img_3832.JPG
273.0,WV22,What kind of scholarship is it?,Education Savings Account,,/downloaded_images/img_3833.JPG
273.0,WV22,What schools can the funds be used for?,"Private, parochial, homeschool",,/downloaded_images/img_3834.JPG
273.0,WV22,Does it fund homeschooling?,"Yes, funds homeschooling.",,/downloaded_images/img_3835.JPG
273.0,WV22,What's funded besides tuition?,"Fees, tutoring",,/downloaded_images/img_3836.JPG
273.0,WV22,Who originally was eligible?,Public school students.,,/downloaded_images/img_3837.JPG
273.0,WV22,Is it legally challenged?,"Was, overturned.",,/downloaded_images/img_3838.JPG
273.0,WV22,Where can you find application details?,Hope Scholarship website,,/downloaded_images/img_3839.JPG
273.0,WV22,What is the program's goal?,More educational choices.,,/downloaded_images/img_3840.JPG
273.0,WV22,What does it promote in education?,More choices.,,/downloaded_images/img_3841.JPG
273.0,WV22,Is the program controversial?,"Yes, controversial.",,/downloaded_images/img_3842.JPG
273.0,WV22,What does it divert funding from?,Public schools.,,/downloaded_images/img_3843.JPG
273.0,WV22,Who does it disproportionately benefit?,Wealthier families.,,/downloaded_images/img_3832.JPG
273.0,WV22,What is a major concern?,Funding diversion.,,/downloaded_images/img_3833.JPG
273.0,WV22,What type of account is created?,ESAs (Education Savings Accounts),,/downloaded_images/img_3834.JPG
273.0,WV22,What is WV22 also known as?,Hope Scholarship,,/downloaded_images/img_3835.JPG
273.0,WV22,What is a key feature of the scholarship?,Education Savings Accounts.,,/downloaded_images/img_3836.JPG
273.0,WV22,What kind of schools are allowed?,"Private, parochial.",,/downloaded_images/img_3837.JPG
273.0,WV22,Is there accountability?,Concerns raised.,,/downloaded_images/img_3838.JPG
273.0,WV22,What is the bill number?,HB2022,,/downloaded_images/img_3839.JPG
274.0,Shepheard's_Hotel,What city is this hotel in?,"Cairo, Egypt",,/downloaded_images/img_3844.jpg
274.0,Shepheard's_Hotel,Is this the original hotel?,Not the original.,,/downloaded_images/img_3845.jpg
274.0,Shepheard's_Hotel,What year was it destroyed?,1952,,/downloaded_images/img_3846.JPG
274.0,Shepheard's_Hotel,What river is nearby?,The Nile,,/downloaded_images/img_3847.JPG
274.0,Shepheard's_Hotel,What kind of building is this?,Luxury hotel,,/downloaded_images/img_3848.JPG
274.0,Shepheard's_Hotel,Was it a luxury hotel?,"Yes, luxury.",,/downloaded_images/img_3849.jpg
274.0,Shepheard's_Hotel,Is this the InterContinental?,Potentially the new.,,/downloaded_images/img_3850.jpg
274.0,Shepheard's_Hotel,What event destroyed it?,Cairo Fire,,/downloaded_images/img_3851.jpg
274.0,Shepheard's_Hotel,Who frequented this place?,European elites.,,/downloaded_images/img_3852.jpg
274.0,Shepheard's_Hotel,What era does it represent?,Colonial era.,,/downloaded_images/img_3853.jpg
274.0,Shepheard's_Hotel,What country is this in?,Egypt.,,/downloaded_images/img_3844.jpg
274.0,Shepheard's_Hotel,Is this on Opera Square?,Original: Yes,,/downloaded_images/img_3845.jpg
274.0,Shepheard's_Hotel,Is it still operating?,Yes (new hotel).,,/downloaded_images/img_3846.JPG
274.0,Shepheard's_Hotel,Was it rebuilt after the fire?,"Yes, but different.",,/downloaded_images/img_3847.JPG
274.0,Shepheard's_Hotel,Who was a famous guest?,Theodore Roosevelt,,/downloaded_images/img_3848.JPG
274.0,Shepheard's_Hotel,Is this on the Nile Corniche?,New hotel.,,/downloaded_images/img_3849.jpg
274.0,Shepheard's_Hotel,What is its significance?,Colonial-era symbol,,/downloaded_images/img_3850.jpg
274.0,Shepheard's_Hotel,What kind of guests did it have?,"Elites, celebrities.",,/downloaded_images/img_3851.jpg
274.0,Shepheard's_Hotel,What does it symbolize?,Colonial-era Cairo,,/downloaded_images/img_3852.jpg
274.0,Shepheard's_Hotel,Was it burned down?,"Yes, original.",,/downloaded_images/img_3853.jpg
275.0,Ahmed_Shawki_Museum,What is this building's purpose?,Commemorates Ahmed Shawki.,,/downloaded_images/img_3854.jpg
275.0,Ahmed_Shawki_Museum,Whose belongings are inside?,Ahmed Shawki's,,/downloaded_images/img_3855.jpg
275.0,Ahmed_Shawki_Museum,Where is this museum located?,"Cairo, Egypt",,/downloaded_images/img_3856.jpg
275.0,Ahmed_Shawki_Museum,What river is it near?,The Nile,,/downloaded_images/img_3857.jpg
275.0,Ahmed_Shawki_Museum,What is Shawki called?,Prince of Poets,,/downloaded_images/img_3858.jpg
275.0,Ahmed_Shawki_Museum,What does the museum preserve?,Shawki's belongings,,/downloaded_images/img_3859.JPG
275.0,Ahmed_Shawki_Museum,Whose manuscripts are here?,Ahmed Shawki's,,/downloaded_images/img_3860.jpg
275.0,Ahmed_Shawki_Museum,Are there personal artifacts?,"Yes, furniture, clothing, awards.",,/downloaded_images/img_3861.jpg
275.0,Ahmed_Shawki_Museum,What can visitors see?,Shawki's belongings.,,/downloaded_images/img_3862.jpg
275.0,Ahmed_Shawki_Museum,Is there a library inside?,"Yes, extensive.",,/downloaded_images/img_3863.jpg
275.0,Ahmed_Shawki_Museum,What kind of materials are present?,"Manuscripts, artifacts.",,/downloaded_images/img_3864.jpg
275.0,Ahmed_Shawki_Museum,Does it honor a legacy?,"Yes, it does.",,/downloaded_images/img_3865.jpg
