,Index,Concept,Question,Answer
1377,223.0,Bab_al-Futuh,When established,
1378,223.0,Bab_al-Futuh,Who built it,
1379,223.0,Bab_al-Futuh,Which ruler commissioned,
1380,223.0,Bab_al-Futuh,Which architectural style,
1381,223.0,Bab_al-Futuh,What original name,
1382,223.0,Bab_al-Futuh,What primary material,
1383,223.0,Bab_al-Futuh,What purpose served,
1384,224.0,Qalawun_complex,What Cultural Category does the object in the image belong to,Famous Landmarks
1385,224.0,Qalawun_complex,Where exactly located,
1386,224.0,Qalawun_complex,When established,
1387,224.0,Qalawun_complex,Who built it,
1388,224.0,Qalawun_complex,Which ruler commissioned,
1389,224.0,Qalawun_complex,Which architectural style,
1390,224.0,Qalawun_complex,What original name,
1391,224.0,Qalawun_complex,What primary material,
1392,224.0,Qalawun_complex,What purpose served,
1393,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",What Cultural Category does the object in the image belong to,Religion and belief
1394,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",Which religion represented,
1395,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",Which deity worshipped,
1396,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",What ritual performed,
1397,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",Which ceremony type,
1398,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",What offering present,
1399,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",Which religious symbol,
1400,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",What scripture shown,
1401,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",Which holy place,
1402,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",What architectural style,
1403,225.0,"Saint_Mark's_Coptic_Orthodox_Cathedral,_Cairo",Which festival shown,
1404,226.0,Coptic_Museum_in_Cairo,What Cultural Category does the object in the image belong to,Historical Artifacts
1405,226.0,Coptic_Museum_in_Cairo,What object type,
1406,226.0,Coptic_Museum_in_Cairo,Which era dates,
1407,226.0,Coptic_Museum_in_Cairo,Which civilization made,
1408,226.0,Coptic_Museum_in_Cairo,What material crafted,
1409,226.0,Coptic_Museum_in_Cairo,Which purpose served,
1410,226.0,Coptic_Museum_in_Cairo,What inscription reads,
1411,226.0,Coptic_Museum_in_Cairo,What decorative motif,
1412,226.0,Coptic_Museum_in_Cairo,Which museum houses,
1413,226.0,Coptic_Museum_in_Cairo,When discovered,
1414,226.0,Coptic_Museum_in_Cairo,What condition status,
1415,227.0,Nilometer_in_Rhoda_Island,What Cultural Category does the object in the image belong to,Famous Landmarks
1416,227.0,Nilometer_in_Rhoda_Island,Where exactly located,
1417,227.0,Nilometer_in_Rhoda_Island,When established,
1418,227.0,Nilometer_in_Rhoda_Island,Who built it,
1419,227.0,Nilometer_in_Rhoda_Island,Which ruler commissioned,
1420,227.0,Nilometer_in_Rhoda_Island,Which architectural style,
1421,227.0,Nilometer_in_Rhoda_Island,What original name,
1422,227.0,Nilometer_in_Rhoda_Island,What primary material,
1423,227.0,Nilometer_in_Rhoda_Island,What purpose served,
1424,228.0,San_Stefano_Grand_Plaza,What Cultural Category does the object in the image belong to,Famous Landmarks
1425,228.0,San_Stefano_Grand_Plaza,Where exactly located,
1426,228.0,San_Stefano_Grand_Plaza,When established,
1427,228.0,San_Stefano_Grand_Plaza,Who built it,
1428,228.0,San_Stefano_Grand_Plaza,Which ruler commissioned,
1429,228.0,San_Stefano_Grand_Plaza,Which architectural style,
1430,228.0,San_Stefano_Grand_Plaza,What original name,
1431,228.0,San_Stefano_Grand_Plaza,What primary material,
1432,228.0,San_Stefano_Grand_Plaza,What purpose served,
1433,229.0,Mohandessin,What Cultural Category does the object in the image belong to,Famous Landmarks
1434,229.0,Mohandessin,Where exactly located,
1435,229.0,Mohandessin,When established,
1436,229.0,Mohandessin,Who built it,
1437,229.0,Mohandessin,Which ruler commissioned,
1438,229.0,Mohandessin,Which architectural style,
1439,229.0,Mohandessin,What original name,
1440,229.0,Mohandessin,What primary material,
1441,229.0,Mohandessin,What purpose served,
1442,230.0,Speos_Artemidos,What Cultural Category does the object in the image belong to,Famous Landmarks
1443,230.0,Speos_Artemidos,Where exactly located,
1444,230.0,Speos_Artemidos,When established,
1445,230.0,Speos_Artemidos,Who built it,
1446,230.0,Speos_Artemidos,Which ruler commissioned,
1447,230.0,Speos_Artemidos,Which architectural style,
1448,230.0,Speos_Artemidos,What original name,
1449,230.0,Speos_Artemidos,What primary material,
1450,230.0,Speos_Artemidos,What purpose served,
1451,231.0,Pyramid_of_Khendjer,What Cultural Category does the object in the image belong to,Famous Landmarks
1452,231.0,Pyramid_of_Khendjer,Where exactly located,
1453,231.0,Pyramid_of_Khendjer,When established,
1454,231.0,Pyramid_of_Khendjer,Who built it,
1455,231.0,Pyramid_of_Khendjer,Which ruler commissioned,
1456,231.0,Pyramid_of_Khendjer,Which architectural style,
1457,231.0,Pyramid_of_Khendjer,What original name,
1458,231.0,Pyramid_of_Khendjer,What primary material,
1459,231.0,Pyramid_of_Khendjer,What purpose served,
1460,232.0,Al-Salih_Tala'i_Mosque,What Cultural Category does the object in the image belong to,Famous Landmarks
1461,232.0,Al-Salih_Tala'i_Mosque,Where exactly located,
1462,232.0,Al-Salih_Tala'i_Mosque,When established,
1463,232.0,Al-Salih_Tala'i_Mosque,Who built it,
1464,232.0,Al-Salih_Tala'i_Mosque,Which ruler commissioned,
1465,232.0,Al-Salih_Tala'i_Mosque,Which architectural style,
1466,232.0,Al-Salih_Tala'i_Mosque,What original name,
1467,232.0,Al-Salih_Tala'i_Mosque,What primary material,
1468,232.0,Al-Salih_Tala'i_Mosque,What purpose served,
1469,233.0,Mallawi_Museum,What Cultural Category does the object in the image belong to,Historical Artifacts
1470,233.0,Mallawi_Museum,What object type,
1471,233.0,Mallawi_Museum,Which era dates,
1472,233.0,Mallawi_Museum,Which civilization made,
1473,233.0,Mallawi_Museum,What material crafted,
1474,233.0,Mallawi_Museum,Which purpose served,
1475,233.0,Mallawi_Museum,What inscription reads,
1476,233.0,Mallawi_Museum,What decorative motif,
1477,233.0,Mallawi_Museum,Which museum houses,
1478,233.0,Mallawi_Museum,When discovered,
1479,233.0,Mallawi_Museum,What condition status,
1480,234.0,Amir_Taz_Palace,What Cultural Category does the object in the image belong to,Famous Landmarks
1481,234.0,Amir_Taz_Palace,Where exactly located,
1482,234.0,Amir_Taz_Palace,When established,
1483,234.0,Amir_Taz_Palace,Who built it,
1484,234.0,Amir_Taz_Palace,Which ruler commissioned,
1485,234.0,Amir_Taz_Palace,Which architectural style,
1486,234.0,Amir_Taz_Palace,What original name,
1487,234.0,Amir_Taz_Palace,What primary material,
1488,234.0,Amir_Taz_Palace,What purpose served,
1489,235.0,Pyramid_of_Sahure,What Cultural Category does the object in the image belong to,Famous Landmarks
1490,235.0,Pyramid_of_Sahure,Where exactly located,
1491,235.0,Pyramid_of_Sahure,When established,
1492,235.0,Pyramid_of_Sahure,Who built it,
1493,235.0,Pyramid_of_Sahure,Which ruler commissioned,
1494,235.0,Pyramid_of_Sahure,Which architectural style,
1495,235.0,Pyramid_of_Sahure,What original name,
1496,235.0,Pyramid_of_Sahure,What primary material,
1497,235.0,Pyramid_of_Sahure,What purpose served,
1498,236.0,Al-Rifa'i_Mosque,What Cultural Category does the object in the image belong to,Famous Landmarks
1499,236.0,Al-Rifa'i_Mosque,Where exactly located,
1500,236.0,Al-Rifa'i_Mosque,When established,
1501,236.0,Al-Rifa'i_Mosque,Who built it,
1502,236.0,Al-Rifa'i_Mosque,Which ruler commissioned,
1503,236.0,Al-Rifa'i_Mosque,Which architectural style,
1504,236.0,Al-Rifa'i_Mosque,What original name,
1505,236.0,Al-Rifa'i_Mosque,What primary material,
1506,236.0,Al-Rifa'i_Mosque,What purpose served,
1507,237.0,Mosque_of_Qajmas_al-Ishaqi,What Cultural Category does the object in the image belong to,Famous Landmarks
1508,237.0,Mosque_of_Qajmas_al-Ishaqi,Where exactly located,
1509,237.0,Mosque_of_Qajmas_al-Ishaqi,When established,
1510,237.0,Mosque_of_Qajmas_al-Ishaqi,Who built it,
1511,237.0,Mosque_of_Qajmas_al-Ishaqi,Which ruler commissioned,
1512,237.0,Mosque_of_Qajmas_al-Ishaqi,Which architectural style,
1513,237.0,Mosque_of_Qajmas_al-Ishaqi,What original name,
1514,237.0,Mosque_of_Qajmas_al-Ishaqi,What primary material,
1515,237.0,Mosque_of_Qajmas_al-Ishaqi,What purpose served,
1516,238.0,Nyuserre_sun_temple,What Cultural Category does the object in the image belong to,Famous Landmarks
1517,238.0,Nyuserre_sun_temple,Where exactly located,
1518,238.0,Nyuserre_sun_temple,When established,
1519,238.0,Nyuserre_sun_temple,Who built it,
1520,238.0,Nyuserre_sun_temple,Which ruler commissioned,
1521,238.0,Nyuserre_sun_temple,Which architectural style,
1522,238.0,Nyuserre_sun_temple,What original name,
1523,238.0,Nyuserre_sun_temple,What primary material,
1524,238.0,Nyuserre_sun_temple,What purpose served,
1525,239.0,Luxor_Museum,What Cultural Category does the object in the image belong to,Historical Artifacts
1526,239.0,Luxor_Museum,What object type,
1527,239.0,Luxor_Museum,Which era dates,
1528,239.0,Luxor_Museum,Which civilization made,
1529,239.0,Luxor_Museum,What material crafted,
1530,239.0,Luxor_Museum,Which purpose served,
1531,239.0,Luxor_Museum,What inscription reads,
1532,239.0,Luxor_Museum,What decorative motif,
1533,239.0,Luxor_Museum,Which museum houses,
1534,239.0,Luxor_Museum,When discovered,
1535,239.0,Luxor_Museum,What condition status,
1536,240.0,Aswan_Low_Dam,What Cultural Category does the object in the image belong to,Famous Landmarks
1537,240.0,Aswan_Low_Dam,Where exactly located,
1538,240.0,Aswan_Low_Dam,When established,
1539,240.0,Aswan_Low_Dam,Who built it,
1540,240.0,Aswan_Low_Dam,Which ruler commissioned,
1541,240.0,Aswan_Low_Dam,Which architectural style,
1542,240.0,Aswan_Low_Dam,What original name,
1543,240.0,Aswan_Low_Dam,What primary material,
1544,240.0,Aswan_Low_Dam,What purpose served,
1545,241.0,Pyramid_of_Senusret_I,What Cultural Category does the object in the image belong to,Famous Landmarks
1546,241.0,Pyramid_of_Senusret_I,Where exactly located,
1547,241.0,Pyramid_of_Senusret_I,When established,
1548,241.0,Pyramid_of_Senusret_I,Who built it,
1549,241.0,Pyramid_of_Senusret_I,Which ruler commissioned,
1550,241.0,Pyramid_of_Senusret_I,Which architectural style,
1551,241.0,Pyramid_of_Senusret_I,What original name,
1552,241.0,Pyramid_of_Senusret_I,What primary material,
1553,241.0,Pyramid_of_Senusret_I,What purpose served,
1554,242.0,Tomb_of_Kheruef,What Cultural Category does the object in the image belong to,Famous Landmarks
1555,242.0,Tomb_of_Kheruef,Where exactly located,
1556,242.0,Tomb_of_Kheruef,When established,
1557,242.0,Tomb_of_Kheruef,Who built it,
1558,242.0,Tomb_of_Kheruef,Which ruler commissioned,
1559,242.0,Tomb_of_Kheruef,Which architectural style,
1560,242.0,Tomb_of_Kheruef,What original name,
1561,242.0,Tomb_of_Kheruef,What primary material,
1562,242.0,Tomb_of_Kheruef,What purpose served,
1563,243.0,Sadat_museum,What Cultural Category does the object in the image belong to,Historical Artifacts
1564,243.0,Sadat_museum,What object type,
1565,243.0,Sadat_museum,Which era dates,
1566,243.0,Sadat_museum,Which civilization made,
1567,243.0,Sadat_museum,What material crafted,
1568,243.0,Sadat_museum,Which purpose served,
1569,243.0,Sadat_museum,What inscription reads,
1570,243.0,Sadat_museum,What decorative motif,
1571,243.0,Sadat_museum,Which museum houses,
1572,243.0,Sadat_museum,When discovered,
1573,243.0,Sadat_museum,What condition status,
1574,244.0,Temple_of_Isis_in_Deir_el-Shelwit,What Cultural Category does the object in the image belong to,Famous Landmarks
1575,244.0,Temple_of_Isis_in_Deir_el-Shelwit,Where exactly located,
1576,244.0,Temple_of_Isis_in_Deir_el-Shelwit,When established,
1577,244.0,Temple_of_Isis_in_Deir_el-Shelwit,Who built it,
1578,244.0,Temple_of_Isis_in_Deir_el-Shelwit,Which ruler commissioned,
1579,244.0,Temple_of_Isis_in_Deir_el-Shelwit,Which architectural style,
1580,244.0,Temple_of_Isis_in_Deir_el-Shelwit,What original name,
1581,244.0,Temple_of_Isis_in_Deir_el-Shelwit,What primary material,
1582,244.0,Temple_of_Isis_in_Deir_el-Shelwit,What purpose served,
1583,245.0,Al-Aqmar_Mosque,What Cultural Category does the object in the image belong to,Famous Landmarks
1584,245.0,Al-Aqmar_Mosque,Where exactly located,
1585,245.0,Al-Aqmar_Mosque,When established,
1586,245.0,Al-Aqmar_Mosque,Who built it,
1587,245.0,Al-Aqmar_Mosque,Which ruler commissioned,
1588,245.0,Al-Aqmar_Mosque,Which architectural style,
1589,245.0,Al-Aqmar_Mosque,What original name,
1590,245.0,Al-Aqmar_Mosque,What primary material,
1591,245.0,Al-Aqmar_Mosque,What purpose served,
1592,246.0,White_Monastery,What Cultural Category does the object in the image belong to,Religion and belief
1593,246.0,White_Monastery,Which religion represented,
1594,246.0,White_Monastery,Which deity worshipped,
1595,246.0,White_Monastery,What ritual performed,
1596,246.0,White_Monastery,Which ceremony type,
1597,246.0,White_Monastery,What offering present,
1598,246.0,White_Monastery,Which religious symbol,
1599,246.0,White_Monastery,What scripture shown,
1600,246.0,White_Monastery,Which holy place,
1601,246.0,White_Monastery,What architectural style,
1602,246.0,White_Monastery,Which festival shown,
1603,247.0,Antoniadis_Palace,What Cultural Category does the object in the image belong to,Historical Figures
1604,247.0,Antoniadis_Palace,Who is depicted,
1605,247.0,Antoniadis_Palace,Which role held,
1606,247.0,Antoniadis_Palace,Which era lived,
1607,247.0,Antoniadis_Palace,Which nationality,
1608,247.0,Antoniadis_Palace,What attire worn,
1609,247.0,Antoniadis_Palace,What expression shown,
1610,247.0,Antoniadis_Palace,What title inscribed,
1611,247.0,Antoniadis_Palace,Which headgear worn,
1612,247.0,Antoniadis_Palace,What symbolic object,
1613,247.0,Antoniadis_Palace,Which achievement noted,
1614,248.0,Mosque_of_Qanibay_al-Rammah,What Cultural Category does the object in the image belong to,Famous Landmarks
1615,248.0,Mosque_of_Qanibay_al-Rammah,Where exactly located,
1616,248.0,Mosque_of_Qanibay_al-Rammah,When established,
1617,248.0,Mosque_of_Qanibay_al-Rammah,Who built it,
1618,248.0,Mosque_of_Qanibay_al-Rammah,Which ruler commissioned,
1619,248.0,Mosque_of_Qanibay_al-Rammah,Which architectural style,
1620,248.0,Mosque_of_Qanibay_al-Rammah,What original name,
1621,248.0,Mosque_of_Qanibay_al-Rammah,What primary material,
1622,248.0,Mosque_of_Qanibay_al-Rammah,What purpose served,
1623,249.0,Muhammad_Ali_Mosque,What Cultural Category does the object in the image belong to,Famous Landmarks
1624,249.0,Muhammad_Ali_Mosque,Where exactly located,
1625,249.0,Muhammad_Ali_Mosque,When established,
1626,249.0,Muhammad_Ali_Mosque,Who built it,
1627,249.0,Muhammad_Ali_Mosque,Which ruler commissioned,
1628,249.0,Muhammad_Ali_Mosque,Which architectural style,
1629,249.0,Muhammad_Ali_Mosque,What original name,
1630,249.0,Muhammad_Ali_Mosque,What primary material,
1631,249.0,Muhammad_Ali_Mosque,What purpose served,
1632,250.0,Mosque_of_Sultan_al-Zahir_Baybars,What Cultural Category does the object in the image belong to,Famous Landmarks
1633,250.0,Mosque_of_Sultan_al-Zahir_Baybars,Where exactly located,
1634,250.0,Mosque_of_Sultan_al-Zahir_Baybars,When established,
1635,250.0,Mosque_of_Sultan_al-Zahir_Baybars,Who built it,
1636,250.0,Mosque_of_Sultan_al-Zahir_Baybars,Which ruler commissioned,
1637,250.0,Mosque_of_Sultan_al-Zahir_Baybars,Which architectural style,
1638,250.0,Mosque_of_Sultan_al-Zahir_Baybars,What original name,
1639,250.0,Mosque_of_Sultan_al-Zahir_Baybars,What primary material,
1640,250.0,Mosque_of_Sultan_al-Zahir_Baybars,What purpose served,
1641,251.0,Aswan_Botanical_Garden,What Cultural Category does the object in the image belong to,Natural scenery and Ecosystem
1642,251.0,Aswan_Botanical_Garden,Which landscape type,
1643,251.0,Aswan_Botanical_Garden,Which biome present,
1644,251.0,Aswan_Botanical_Garden,Which region located,
1645,251.0,Aswan_Botanical_Garden,What season shown,
1646,251.0,Aswan_Botanical_Garden,Which water body,
1647,251.0,Aswan_Botanical_Garden,Which mountain range,
1648,251.0,Aswan_Botanical_Garden,What vegetation type,
1649,251.0,Aswan_Botanical_Garden,Which wildlife species,
1650,251.0,Aswan_Botanical_Garden,What protection status,
1651,251.0,Aswan_Botanical_Garden,Which ecological reserve,
1652,252.0,Kiosk_of_Qertassi,What Cultural Category does the object in the image belong to,Famous Landmarks
1653,252.0,Kiosk_of_Qertassi,Where exactly located,
1654,252.0,Kiosk_of_Qertassi,When established,
1655,252.0,Kiosk_of_Qertassi,Who built it,
1656,252.0,Kiosk_of_Qertassi,Which ruler commissioned,
1657,252.0,Kiosk_of_Qertassi,Which architectural style,
1658,252.0,Kiosk_of_Qertassi,What original name,
1659,252.0,Kiosk_of_Qertassi,What primary material,
1660,252.0,Kiosk_of_Qertassi,What purpose served,
1661,253.0,Saqqara,What Cultural Category does the object in the image belong to,Famous Landmarks
1662,253.0,Saqqara,Where exactly located,
1663,253.0,Saqqara,When established,
1664,253.0,Saqqara,Who built it,
1665,253.0,Saqqara,Which ruler commissioned,
1666,253.0,Saqqara,Which architectural style,
1667,253.0,Saqqara,What original name,
1668,253.0,Saqqara,What primary material,
1669,253.0,Saqqara,What purpose served,
1670,254.0,Edfu_Temple,What Cultural Category does the object in the image belong to,Famous Landmarks
1671,254.0,Edfu_Temple,Where exactly located,
1672,254.0,Edfu_Temple,When established,
1673,254.0,Edfu_Temple,Who built it,
1674,254.0,Edfu_Temple,Which ruler commissioned,
1675,254.0,Edfu_Temple,Which architectural style,
1676,254.0,Edfu_Temple,What original name,
1677,254.0,Edfu_Temple,What primary material,
1678,254.0,Edfu_Temple,What purpose served,
1679,255.0,Mortuary_Temple_of_Thutmosis_III,What Cultural Category does the object in the image belong to,Famous Landmarks
1680,255.0,Mortuary_Temple_of_Thutmosis_III,Where exactly located,
1681,255.0,Mortuary_Temple_of_Thutmosis_III,When established,
1682,255.0,Mortuary_Temple_of_Thutmosis_III,Who built it,
1683,255.0,Mortuary_Temple_of_Thutmosis_III,Which ruler commissioned,
1684,255.0,Mortuary_Temple_of_Thutmosis_III,Which architectural style,
1685,255.0,Mortuary_Temple_of_Thutmosis_III,What original name,
1686,255.0,Mortuary_Temple_of_Thutmosis_III,What primary material,
1687,255.0,Mortuary_Temple_of_Thutmosis_III,What purpose served,
1688,256.0,Qurnet_Murai,What Cultural Category does the object in the image belong to,Famous Landmarks
1689,256.0,Qurnet_Murai,Where exactly located,
1690,256.0,Qurnet_Murai,When established,
1691,256.0,Qurnet_Murai,Who built it,
1692,256.0,Qurnet_Murai,Which ruler commissioned,
1693,256.0,Qurnet_Murai,Which architectural style,
1694,256.0,Qurnet_Murai,What original name,
1695,256.0,Qurnet_Murai,What primary material,
1696,256.0,Qurnet_Murai,What purpose served,
1697,257.0,Paromeos_Monastery,What Cultural Category does the object in the image belong to,Religion and belief
1698,257.0,Paromeos_Monastery,Which religion represented,
1699,257.0,Paromeos_Monastery,Which deity worshipped,
1700,257.0,Paromeos_Monastery,What ritual performed,
1701,257.0,Paromeos_Monastery,Which ceremony type,
1702,257.0,Paromeos_Monastery,What offering present,
1703,257.0,Paromeos_Monastery,Which religious symbol,
1704,257.0,Paromeos_Monastery,What scripture shown,
1705,257.0,Paromeos_Monastery,Which holy place,
1706,257.0,Paromeos_Monastery,What architectural style,
1707,257.0,Paromeos_Monastery,Which festival shown,
1708,258.0,Pyramid_of_Teti,What Cultural Category does the object in the image belong to,Famous Landmarks
1709,258.0,Pyramid_of_Teti,Where exactly located,
1710,258.0,Pyramid_of_Teti,When established,
1711,258.0,Pyramid_of_Teti,Who built it,
1712,258.0,Pyramid_of_Teti,Which ruler commissioned,
1713,258.0,Pyramid_of_Teti,Which architectural style,
1714,258.0,Pyramid_of_Teti,What original name,
1715,258.0,Pyramid_of_Teti,What primary material,
1716,258.0,Pyramid_of_Teti,What purpose served,
1717,259.0,Pyramid_of_Ameni_Qemau,What Cultural Category does the object in the image belong to,Famous Landmarks
1718,259.0,Pyramid_of_Ameni_Qemau,Where exactly located,
1719,259.0,Pyramid_of_Ameni_Qemau,When established,
1720,259.0,Pyramid_of_Ameni_Qemau,Who built it,
1721,259.0,Pyramid_of_Ameni_Qemau,Which ruler commissioned,
1722,259.0,Pyramid_of_Ameni_Qemau,Which architectural style,
1723,259.0,Pyramid_of_Ameni_Qemau,What original name,
1724,259.0,Pyramid_of_Ameni_Qemau,What primary material,
1725,259.0,Pyramid_of_Ameni_Qemau,What purpose served,
1726,260.0,Mosque_of_Ibn_Tulun,What Cultural Category does the object in the image belong to,Famous Landmarks
1727,260.0,Mosque_of_Ibn_Tulun,Where exactly located,
1728,260.0,Mosque_of_Ibn_Tulun,When established,
1729,260.0,Mosque_of_Ibn_Tulun,Who built it,
1730,260.0,Mosque_of_Ibn_Tulun,Which ruler commissioned,
1731,260.0,Mosque_of_Ibn_Tulun,Which architectural style,
1732,260.0,Mosque_of_Ibn_Tulun,What original name,
1733,260.0,Mosque_of_Ibn_Tulun,What primary material,
1734,260.0,Mosque_of_Ibn_Tulun,What purpose served,
1735,261.0,Red_Monastery,What Cultural Category does the object in the image belong to,Religion and belief
1736,261.0,Red_Monastery,Which religion represented,
1737,261.0,Red_Monastery,Which deity worshipped,
1738,261.0,Red_Monastery,What ritual performed,
1739,261.0,Red_Monastery,Which ceremony type,
1740,261.0,Red_Monastery,What offering present,
1741,261.0,Red_Monastery,Which religious symbol,
1742,261.0,Red_Monastery,What scripture shown,
1743,261.0,Red_Monastery,Which holy place,
1744,261.0,Red_Monastery,What architectural style,
1745,261.0,Red_Monastery,Which festival shown,
1746,262.0,Aqsunqur_Mosque,What Cultural Category does the object in the image belong to,Famous Landmarks
1747,262.0,Aqsunqur_Mosque,Where exactly located,
1748,262.0,Aqsunqur_Mosque,When established,
1749,262.0,Aqsunqur_Mosque,Who built it,
1750,262.0,Aqsunqur_Mosque,Which ruler commissioned,
1751,262.0,Aqsunqur_Mosque,Which architectural style,
1752,262.0,Aqsunqur_Mosque,What original name,
1753,262.0,Aqsunqur_Mosque,What primary material,
1754,262.0,Aqsunqur_Mosque,What purpose served,
1755,263.0,Pyramid_of_Nyuserre_Ini,What Cultural Category does the object in the image belong to,Famous Landmarks
1756,263.0,Pyramid_of_Nyuserre_Ini,Where exactly located,
1757,263.0,Pyramid_of_Nyuserre_Ini,When established,
1758,263.0,Pyramid_of_Nyuserre_Ini,Who built it,
1759,263.0,Pyramid_of_Nyuserre_Ini,Which ruler commissioned,
1760,263.0,Pyramid_of_Nyuserre_Ini,Which architectural style,
1761,263.0,Pyramid_of_Nyuserre_Ini,What original name,
1762,263.0,Pyramid_of_Nyuserre_Ini,What primary material,
1763,263.0,Pyramid_of_Nyuserre_Ini,What purpose served,
1764,264.0,Coloured_Canyon,What Cultural Category does the object in the image belong to,Natural scenery and Ecosystem
1765,264.0,Coloured_Canyon,Which landscape type,
1766,264.0,Coloured_Canyon,Which biome present,
1767,264.0,Coloured_Canyon,Which region located,
1768,264.0,Coloured_Canyon,What season shown,
1769,264.0,Coloured_Canyon,Which water body,
1770,264.0,Coloured_Canyon,Which mountain range,
1771,264.0,Coloured_Canyon,What vegetation type,
1772,264.0,Coloured_Canyon,Which wildlife species,
1773,264.0,Coloured_Canyon,What protection status,
1774,264.0,Coloured_Canyon,Which ecological reserve,
1775,265.0,Borg_El_Arab_Stadium,What Cultural Category does the object in the image belong to,Famous Landmarks
1776,265.0,Borg_El_Arab_Stadium,Where exactly located,
1777,265.0,Borg_El_Arab_Stadium,When established,
1778,265.0,Borg_El_Arab_Stadium,Who built it,
1779,265.0,Borg_El_Arab_Stadium,Which ruler commissioned,
1780,265.0,Borg_El_Arab_Stadium,Which architectural style,
1781,265.0,Borg_El_Arab_Stadium,What original name,
1782,265.0,Borg_El_Arab_Stadium,What primary material,
1783,265.0,Borg_El_Arab_Stadium,What purpose served,
1784,266.0,Egyptian_Geological_Museum,What Cultural Category does the object in the image belong to,Historical Artifacts
1785,266.0,Egyptian_Geological_Museum,What object type,
1786,266.0,Egyptian_Geological_Museum,Which era dates,
1787,266.0,Egyptian_Geological_Museum,Which civilization made,
1788,266.0,Egyptian_Geological_Museum,What material crafted,
1789,266.0,Egyptian_Geological_Museum,Which purpose served,
1790,266.0,Egyptian_Geological_Museum,What inscription reads,
1791,266.0,Egyptian_Geological_Museum,What decorative motif,
1792,266.0,Egyptian_Geological_Museum,Which museum houses,
1793,266.0,Egyptian_Geological_Museum,When discovered,
1794,266.0,Egyptian_Geological_Museum,What condition status,
1795,267.0,"El-Ma'eini_mosque,_Dumyat",What Cultural Category does the object in the image belong to,Religion and belief
1796,267.0,"El-Ma'eini_mosque,_Dumyat",Which religion represented,
1797,267.0,"El-Ma'eini_mosque,_Dumyat",Which deity worshipped,
1798,267.0,"El-Ma'eini_mosque,_Dumyat",What ritual performed,
1799,267.0,"El-Ma'eini_mosque,_Dumyat",Which ceremony type,
1800,267.0,"El-Ma'eini_mosque,_Dumyat",What offering present,
1801,267.0,"El-Ma'eini_mosque,_Dumyat",Which religious symbol,
1802,267.0,"El-Ma'eini_mosque,_Dumyat",What scripture shown,
1803,267.0,"El-Ma'eini_mosque,_Dumyat",Which holy place,
1804,267.0,"El-Ma'eini_mosque,_Dumyat",What architectural style,
1805,267.0,"El-Ma'eini_mosque,_Dumyat",Which festival shown,
1806,268.0,Pyramid_of_Khentkaus_II,What Cultural Category does the object in the image belong to,Famous Landmarks
1807,268.0,Pyramid_of_Khentkaus_II,Where exactly located,
1808,268.0,Pyramid_of_Khentkaus_II,When established,
1809,268.0,Pyramid_of_Khentkaus_II,Who built it,
1810,268.0,Pyramid_of_Khentkaus_II,Which ruler commissioned,
1811,268.0,Pyramid_of_Khentkaus_II,Which architectural style,
1812,268.0,Pyramid_of_Khentkaus_II,What original name,
1813,268.0,Pyramid_of_Khentkaus_II,What primary material,
1814,268.0,Pyramid_of_Khentkaus_II,What purpose served,
1815,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),What Cultural Category does the object in the image belong to,Religion and belief
1816,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Which religion represented,
1817,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Which deity worshipped,
1818,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),What ritual performed,
1819,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Which ceremony type,
1820,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),What offering present,
1821,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Which religious symbol,
1822,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),What scripture shown,
1823,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Which holy place,
1824,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),What architectural style,
1825,269.0,Saint_Mark_Coptic_Orthodox_Church_(Heliopolis),Which festival shown,
1826,270.0,Cairo_Opera_House,What Cultural Category does the object in the image belong to,Famous Landmarks
1827,270.0,Cairo_Opera_House,Where exactly located,
1828,270.0,Cairo_Opera_House,When established,
1829,270.0,Cairo_Opera_House,Who built it,
1830,270.0,Cairo_Opera_House,Which ruler commissioned,
1831,270.0,Cairo_Opera_House,Which architectural style,
1832,270.0,Cairo_Opera_House,What original name,
1833,270.0,Cairo_Opera_House,What primary material,
